airport-id,airport-name,latitude,longitude
SPI,Springfield,39.844,-89.6778
SPK,CHITOSE,42.7944,141.6664
SPM,SPANGDAHLEM,49.9765,6.6987
SPN,Saipan,15.119,145.7294
SPP,Menongue,-14.65,17.6833
SPR,San Pedro,17.9139,-87.9711
SPS,Wichita Falls Sheppard AFB,33.9888,-98.4919
SPU,Split,43.5389,16.298
SQG,Sintang,0.0636,111.4734
SQH,NASAN,21.2146,104.0352
SQO,STORUMAN,64.9608,17.6967
SQQ,SIAULIAI,55.8939,23.395
SQZ,SCAMPTON,53.3078,-0.5508
SRA,  Santa Rosa,-27.9067,-54.5204
SRC,SAN LUIS/VALLE DEL CONLARA,-32.3844,-65.1858
SRE,Sucre,-19.0108,-65.2928
SRG,Semarang                                ,-6.9764,110.3772
SRH,SARH,9.1511,18.3794
SRI,Samarinda,-0.5,117.15
SRJ,  San Borja,-14.867,-66.75
SRK,Siorapaluk,77.7833,-70.7667
SRM,NIZHNY NOVGOROD/SORMOVO,56.3183,43.795
SRN,STRAHAN,-42.1575,145.2897
SRP,Stord,59.7928,5.3397
SRQ,Sarasota/Bradenton,27.3954,-82.5543
SRT,SOROTI,1.7223,33.6187
SRV,Stony River,61.7897,-156.5885
SRX,Sirte                                   ,31.0617,16.5917
SRY,Sari,36.6358,53.1936
SRZ,Santa Cruz El Trompillo Apt,-17.8006,-63.1772
SSA,Salvador,-12.9086,-38.3225
SSB,St Croix SPB,17.7472,-64.7049
SSC,SHAW AFB,33.9728,-80.4706
SSE,  Sholapur,17.628,75.9348
SSG,Malabo,3.7553,8.7087
SSH,Sharm el-Sheikh,27.9786,34.3933
SSI,BRUNSWICK/MC KINNON,31.1518,-81.3913
SSJ,Sandnessjoen                            ,65.9597,12.4722
SSN,SEOUL DOMESTIC,37.4456,127.1131
SSO,SAO LOURENCO,-22.0911,-45.0467
SSR,Sara,-15.4708,168.1522
SST,SANTA TERESITA,-36.55,-56.6833
SSX,Samsun,41.27,36.3
SSY,M'banza Congo,-6.2699,14.247
SSZ,GUARUJA/BASE AEREA,-23.9275,-46.2992
STA,STAUNING,55.9901,8.3539
STC,St Cloud Municipal Apt,45.5466,-94.0599
STD,Santo Domingo,7.5683,-72.0283
STG,St George Island                        ,56.5774,-169.6637
STI,Santiago                                ,19.4088,-70.6169
STJ,ST JOSEPH - ROSECRANS MEMORIAL,39.7719,-94.9097
STL,St Louis Lambert Intl Apt               ,38.7487,-90.37
STM,Santarem,-2.4247,-54.7858
STN,London Stansted Apt,51.885,0.235
STP,ST. PAUL/DOWNTOWN HOLMAN FIELD,44.9344,-93.06
STR,Stuttgart Airport,48.6899,9.222
STS,Santa Rosa,38.509,-122.8129
STT,St Thomas Cyril E King Apt              ,18.3373,-64.9733
STV,Surat,21.1141,72.7418
STW,Stavropol,45.1083,42.1133
STX,St Croix Henry E. Rohlsen Apt           ,17.7018,-64.7985
STY,SALTO/INTL,-31.4347,-57.9842
STZ,Confresa Airport,-10.3002,-50.45
SUB,Surabaya,-7.3806,112.7861
SUF,Lamezia Terme                           ,38.9083,16.2417
SUG,Surigao,9.7819,125.4917
SUJ,Satu Mare,47.7034,22.8856
SUL,  Sui,28.6451,69.1769
SUN,Sun Valley Friedman Memorial Apt,43.5044,-114.2962
SUR,Summer Beaver                           ,52.7086,-88.5419
SUS,ST. LOUIS/SPIRIT OF ST LOUIS,38.6617,-90.6511
SUU,FAIRFIELD/TRAVIS AFB,38.2633,-121.925
SUV,Suva,-18.0447,178.5631
SUX,Sioux City,42.4026,-96.3844
SVA,Savoonga,63.6864,-170.4926
SVB,Sambava,-14.2786,50.1747
SVC,Silver City,32.6365,-108.1564
SVD,St Vincent,13.1444,-61.2108
SVF,SAVE,8.0167,2.45
SVG,Stavanger,58.8768,5.6378
SVI,San Vicente del Caguan,2.15,-74.7667
SVJ,Svolvaer,68.2433,14.6692
SVL,Savonlinna,61.9428,28.945
SVN,HUNTER AAF AIRPORT/SAVANNAH,32.01,-81.1457
SVO,Moscow Sheremetyevo International Apt,55.9717,37.415
SVP,Kuito                                   ,-12.4046,16.9474
SVQ,Sevilla                                 ,37.4179,-5.8989
SVR,Savissivik,76.0208,-65.0833
SVS,Stevens Village,66.0171,-149.0544
SVU,Savusavu,-16.8028,179.3406
SVX,Yekaterinburg,56.7433,60.805
SVZ,SAN ANTONIO DEL TACHIRA,7.8667,-72.45
SWA,Shantou                                 ,23.4397,116.7697
SWE,  Siwea,-6.283,147.567
SWF,Newburgh,41.5041,-74.1048
SWH,SWAN HILL,-35.3772,143.5322
SWJ,South West Bay,-16.495,167.438
SWOB,Fonte Boa (SWOB),-2.5336,-66.0672
SWP,SWAKOPMUND,-22.6583,14.5667
SWS,SWANSEA,51.6053,-4.0678
SWTP,Tapuruquara/Santa Isabel do Rio Negro (SWTP),-0.4169,-65.0338
SWX,SHAKAWE,-18.3667,21.8167
SWY,SITIAWAN,4.2167,100.7
SXB,Strasbourg,48.5419,7.6344
SXE,EAST SALE,-38.0983,147.15
SXF,Berlin Schoenefeld Apt,52.3785,13.5206
SXI,Sirri Island,25.9083,54.5417
SXK,Saumlaki,-7.9886,131.3061
SXL,SLIGO,54.2802,-8.5992
SXM,St Maarten                              ,18.0408,-63.1095
SXN,SUA PAN,-20.55,26.1
SXO,SAO FELIX DO ARAGUAIA/RONCADOR,-12.1569,-52.2719
SXP,Sheldon Point,62.5206,-164.8478
SXR,Srinagar                                ,33.9833,74.7833
SXV,  Salem,11.7833,78.0656
SXX,SAO FELIX DO XINGU,-6.64,-51.9894
SXZ,SIIRT,37.9781,41.8392
SYA,SHEMYA/EARECKSON AFS,52.7123,174.1137
SYB,Seal Bay,58.1667,-152.5
SYD,Sydney Kingsford Smith Apt              ,-33.9467,151.1767
SYJ,Sirjan,29.5511,55.6717
SYM,Simao,22.7933,100.9594
SYO,Shonai                                  ,38.8123,139.7872
SYQ,San Jose Tobias Bolanos Apt,9.9572,-84.1428
SYR,Syracuse                                ,43.1112,-76.1063
SYT,SAINT-YAN,46.4064,4.0211
SYU,  Warraber Island,-10.2075,142.8239
SYW,SEHWAN SHARIF,26.4733,67.7172
SYX,Sanya                                   ,18.3017,109.4133
SYY,Stornoway,58.2139,-6.3308
SYZ,Shiraz,29.5403,52.5886
SZA,Soyo,-6.1411,12.3718
SZB,Kuala Lumpur Sultan Abdul Aziz Shah Apt,3.1311,101.5481
SZD,SHEFFIELD CITY,53.3943,-1.3885
SZF,Carsamba,41.2656,36.5486
SZG,Salzburg,47.7944,13.0033
SZI,Zaysan,47.4865,84.8874
SZJ,ISLA DE JUVENTUD/SIGUANEA,21.6333,-82.95
SZK,SKUKUZA,-24.9667,31.6
SZT,SAN CRISTOBAL DE LAS CASAS,16.6904,-92.5303
SZW,SCHWERIN-PARCHIM,53.4269,11.7833
SZX,Shenzhen                                ,22.6383,113.8117
SZY,SZYMANY SZCZYTNO,53.4819,20.9377
SZZ,Szczecin,53.5847,14.9022
TAB,Tobago,11.1497,-60.8322
TAC,Tacloban,11.2276,125.0278
TAE,Daegu                                   ,35.8939,128.6589
TAG,Tagbilaran,9.6656,123.8522
TAH,Tanna,-19.455,169.2233
TAI,Taizz,13.6861,44.1389
TAJ,  Aitape,-3.183,142.417
TAK,Takamatsu,34.2141,134.0158
TAL,Tanana,65.1743,-152.1093
TAM,Tampico,22.2898,-97.8644
TAO,Qingdao,36.265,120.375
TAP,Tapachula,14.7944,-92.37
TAR,TARANTO/GROTTAGLIE,40.5183,17.4006
TAS,Tashkent,41.2573,69.2817
TAT,POPRAD/TATRY,49.0736,20.2411
TAY,Tartu,58.3075,26.6906
TAZ,DASHOGUZ,41.7611,59.8267
TBB,Tuyhoa,13.0391,109.3345
TBG,Tabubil,-5.2786,141.2258
TBH,Tablas,12.3106,122.0747
TBI,The Bight,24.3,-75.45
TBJ,TABARKA,36.98,8.8769
TBN,Fort Leonard Wood                       ,37.7416,-92.1407
TBO,TABORA,-5.0833,32.8333
TBP,Tumbes,-3.5494,-80.3781
TBS,Tbilisi,41.6692,44.9547
TBT,Tabatinga                               ,-4.2506,-69.9378
TBU,Nuku'Alofa,-21.2411,-175.1397
TBW,  Tambov,52.8061,41.4828
TBY,TSHABONG,-26.0667,22.4667
TBZ,Tabriz,38.1339,46.235
TCA,TENNANT CREEK,-19.635,134.1833
TCB,Treasure Cay,26.7453,-77.3913
TCC,TUCUMCARI,35.1828,-103.6032
TCD,Tarapaca,-2.867,-69.733
TCE,TULCEA/CATALOI,45.0629,28.7144
TCG,Tacheng                                 ,46.6725,83.3408
TCH,  Tchibanga,-2.85,11.017
TCL,TUSCALOOSA REGIONAL AIRPORT,33.2206,-87.6114
TCM,TACOMA MCCHORD AFB,47.1377,-122.4765
TCO,Tumaco,1.8142,-78.7494
TCP,Taba,29.5879,34.7782
TCQ,Tacna,-18.0532,-70.2757
TCR,Tuticorin,8.7833,78.1333
TCS,TRUTH OR CONSEQUENCES MUNI,33.2369,-107.2718
TCT,Takotna,62.9927,-156.0682
TCV,TETE CHINGODZI,-16.0833,33.6333
TCW,TOCUMWAL,-35.8117,145.6083
TCX,Tabas,33.6678,56.8925
TCZ,Tengchong,25.03,98.48
TDD,Trinidad,-14.8183,-64.9133
TDF,ROXBORO - PERSON COUNTY,36.2849,-78.9842
TDG,TANDAG,9.0667,126.1667
TDK,TALDYKORGAN,45.1222,78.4433
TDL,TANDIL,-37.2367,-59.23
TDX,Trat,12.2681,102.3167
TEB,TETERBORO,40.8501,-74.0608
TEC,TELEMACO BORBA,-24.3158,-50.6517
TED,THISTED,57.0688,8.7052
TEE,Tebessa,35.4325,8.1256
TEF,TELFER,-21.7164,122.2275
TEM,TEMORA,-34.4228,147.5106
TEN,Tongren,27.884,109.31
TEQ,Tekirdag,41.1322,27.9161
TER,Terceira,38.7646,-27.0908
TET,Tete,-16.1,33.6333
TEU,MANAPOURI,-45.5331,167.65
TEX,Telluride,37.9564,-107.9142
TEZ,  Tezpur,26.7091,92.7847
TFF,Tefe,-3.3803,-64.7308
TFI,Tufi,-9.067,149.317
TFL,TEOFILO OTONI/J.KUBITSCHECK,-17.8908,-41.515
TFN,Tenerife Norte,28.4827,-16.3415
TFR,ORAN/TAFARAOUI,35.5424,-0.5323
TFS,Tenerife Sur Apt,28.0445,-16.5725
TGA,TENGAH,1.3875,103.7081
TGC,Tanjung Manis,2.1778,111.2022
TGD,Podgorica,42.3594,19.2519
TGG,Kuala Terengganu,5.3814,103.1047
TGH,Tongoa,-16.8911,168.5514
TGI,TINGO MARIA,-9.3,-76.0167
TGJ,Tiga,-21.0961,167.8039
TGK,Taganrog,47.1981,38.8489
TGM,Tirgu Mures,46.4677,24.4125
TGO,Tongliao,43.5567,122.1997
TGP,Bor                                     ,61.59,89.9733
TGR,Touggourt,33.06,6.0872
TGT,TANGA,-5.1,39.0667
TGU,Tegucigalpa,14.0614,-87.2172
TGZ,Tuxtla Gutierrez,16.5618,-93.0261
THD,Thanh Hoe,19.8075,105.7764
THE,Teresina,-5.0606,-42.8244
THF,BERLIN-TEMPELHOF,52.4736,13.4016
THG,THANGOOL,-24.4939,150.5761
THK,THAKHEK,17.3969,104.8067
THL,Tachilek                                ,20.4828,99.9343
THN,TROLLHATTAN-VANERSBORG,58.3181,12.345
THO,THORSHOFN,66.2183,-15.3347
THQ,Tianshui                                ,34.583,105.75
THR,Tehran Mehrabad International Airport,35.6889,51.3147
THS,Sukhothai,17.2378,99.8183
THU,Pituffik,76.5312,-68.7032
THX,Turukhansk,65.7997,87.9298
THZ,TAHOUA,14.8667,5.2667
TIA,Tirana,41.4147,19.7206
TID,TIARET,35.3414,1.4669
TIF,Taif,21.4833,40.5444
TIH,Tikehau,-15.1194,-148.235
TII,Tarin Kot,32.6,65.864
TIJ,Tijuana                                 ,32.5414,-116.9717
TIK,Oklahoma City Tinker AFB,35.4147,-97.3867
TIM,Tembagapura,-4.5314,136.8883
TIN,Tindouf,27.7004,-8.1671
TIP,Tripoli,32.6694,13.1567
TIQ,TINIAN INTL,14.9992,145.6194
TIR,Tirupati                                ,13.6331,79.5418
TIS,  Thursday Island,-10.5864,142.29
TIU,Timaru,-44.3033,171.225
TIV,Tivat,42.4047,18.7233
TIW,TACOMA NARROWS,47.2679,-122.5781
TIX,TITUSVILLE/SPACECOAST REGIONAL,28.5148,-80.7992
TIZ,Tari,-5.845,142.948
TJA,Tarija,-21.5511,-64.7083
TJH,TAJIMA,35.5129,134.7869
TJK,TOKAT,40.3125,36.3739
TJM,Tyumen,57.1683,65.3167
TJN,Takume,-15.857,-142.267
TJQ,Tanjung Pandan,-2.745,107.7531
TJU,Kulyab                                  ,37.98,69.8
TKA,TALKEETNA,62.3205,-150.0937
TKD,Takoradi,4.8917,-1.7667
TKE,Tenakee,57.7797,-135.2184
TKF,TRUCKEE-TAHOE,39.32,-120.1396
TKG,Bandar Lampung                          ,-5.2419,105.1756
TKH,NAKHON SAWAN/TAKHLI,15.2783,100.3
TKJ,Tok,63.2955,-143.0061
TKK,Truk,7.4619,151.843
TKN,TOKUNOSHIMA,27.8364,128.8813
TKP,Takapoto                                ,-14.71,-145.2478
TKQ,Kigoma,-4.8851,29.6702
TKR,THAKURGAON,26,88.3833
TKS,Tokushima                               ,34.133,134.6059
TKT,TAK/TAK,16.8961,99.2536
TKU,Turku,60.5147,22.2617
TKV,Tatakoto,-17.3553,-138.445
TKX,Takaroa,-14.4667,-145.0333
TLA,Teller,65.2404,-166.3393
TLC,Mexico City Toluca Airport,19.3371,-99.566
TLE,Toliara,-23.3894,43.7256
TLH,Tallahassee,30.3965,-84.3503
TLJ,Tatalina,62.9012,-155.9935
TLL,Tallinn,59.4133,24.8325
TLM,Tlemcen,35.0125,-1.4486
TLN,Toulon/Hyeres,43.0972,6.1461
TLQ,ALI BASE,30.9358,46.0901
TLS,Toulouse,43.635,1.3678
TLT,Tuluksak,61.0968,-160.9695
TLV,Tel Aviv-Yafo Ben Gurion International,32.0106,34.8772
TLX,TALCA/PANGUILEMO,-35.3744,-71.5981
TLY,Plastun,44.81,136.29
TMB,MIAMI/KENDALL TAMIAMI EXEC ARP,25.6478,-80.4328
TMC,Tambolaka,-9.4097,119.2445
TME,Tame,6.4511,-71.76
TMI,Tumlingtar,27.315,87.1933
TMJ,Termez,37.2867,67.31
TML,Tamale,9.5667,0.8667
TMM,Toamasina,-18.1158,49.3933
TMO,TUMEREMO,7.25,-61.4333
TMP,Tampere,61.4153,23.5878
TMR,Tamanrasset,22.8111,5.4508
TMS,Sao Tome,0.3792,6.7169
TMT,Trombetas,-1.4896,-56.3968
TMU,Tambor,9.733,-85
TMW,Tamworth,-31.0833,150.8467
TMX,TIMIMOUN,29.2411,0.2836
TNA,Jinan                                   ,36.855,117.2167
TNC,Tin City,65.5632,-167.9217
TND,TRINIDAD/ALBERTO DELGADO,21.7883,-79.9972
TNE,NEW TANEGASHIMA,30.605,130.9917
TNF,TOUSSUS/LE NOBLE,48.7497,2.1111
TNG,Tangier,35.7317,-5.9211
TNJ,Tanjung Pinang,0.9186,104.5272
TNK,Tununak,60.5755,-165.2716
TNL,TERNOPIL,49.5253,25.7006
TNM,ISLA REY JORGE/TENIENTE R.M.M.,-62.1906,-58.9864
TNN,Tainan                                  ,22.9528,120.2036
TNO,Tamarindo,10.3557,-85.8529
TNR,Antananarivo,-18.7965,47.4761
TNW,Tena,-1.06,-77.581
TNZ,Tosontsengel,48.7397,98.2753
TOA,TORRANCE/ZAMPERINI FIELD,33.8034,-118.3396
TOB,Tobruk                                  ,31.8613,23.907
TOD,Tioman,2.8182,104.16
TOE,Tozeur                                  ,33.9397,8.1106
TOF,Tomsk,56.3833,85.2117
TOG,Togiak,59.0536,-160.3969
TOH,Torres,-13.328,166.638
TOJ,MADRID/TORREJON,40.4967,-3.4459
TOL,Toledo Express Apt,41.5868,-83.8078
TOM,  Tombouctou,16.7305,-3.0076
TOP,TOPEKA - PHILIP BILLARD MUNI,39.0687,-95.6225
TOQ,TOCOPILLA/BARRILES,-22.1389,-70.0667
TOS,Tromso,69.6814,18.9178
TOU,Touho,-20.79,165.2594
TOW,TOLEDO,-24.6847,-53.6961
TOY,Toyama,36.6483,137.1875
TPA,Tampa International Apt                 ,27.9755,-82.5332
TPC,TARAPOA,-0.1228,-76.3378
TPE,Taipei Taiwan Taoyuan International Apt ,25.0802,121.2322
TPH,TONOPAH,38.0601,-117.0872
TPI,  Tapini,-8.35,146.983
TPJ,  Taplejung,27.35,84.667
TPP,Tarapoto,-6.5089,-76.3733
TPQ,Tepic                                   ,21.4195,-104.8426
TPS,Trapani                                 ,37.9122,12.4936
TQA,Tasiussaq Heliport,73.3731,-56.0603
TQD,AL TAQADDUM,33.3342,43.6028
TQI,Tiniteqilaaq Heliport,65.88,-37.76
TQL,Tarko-Sale,64.9225,77.785
TQR,San Domino Island                       ,42.1167,15.4833
TRA,TARAMA,24.6539,124.6753
TRC,Torreon,25.5683,-103.41
TRD,Trondheim Vaernes Airport,63.4575,10.9242
TRE,Tiree,56.4992,-6.8692
TRF,Oslo Sandefjord-Torp Arpt               ,59.1867,10.2586
TRG,Tauranga,-37.6739,176.1958
TRH,TURUKHANSK,65.7667,87.8833
TRI,Tri-Cities Regional,36.4751,-82.4073
TRK,Tarakan                                 ,3.3267,117.5694
TRM,JACQUELINE COCHRAN REGIONAL,33.6267,-116.1597
TRN,Turin Caselle Airport,45.2025,7.6494
TRO,Taree,-31.8911,152.5083
TRQ,TARAUACA,-8.1572,-70.78
TRR,TRINCOMALEE / CHINA-BAY,8.5397,81.1825
TRS,Trieste,45.8275,13.4722
TRU,Trujillo,-8.0848,-79.1095
TRV,Thiruvananthapuram,8.4797,76.9197
TRW,Tarawa,1.3783,173.15
TRZ,Tiruchchirappalli,10.7658,78.7147
TSA,Taipei Sung Shan Apt,25.0694,121.5517
TSE,Astana                                  ,51.0222,71.4669
TSF,Venice Treviso/Sant'Angelo Apt,45.6509,12.1979
TSH,TSHIKAPA,-6.4,20.7833
TSJ,Tsushima,34.2848,129.3305
TSL,  Tamuin,22.0383,-98.8065
TSN,Tianjin,39.125,117.3489
TSO,  Tresco,49.9456,-6.3314
TSR,Timisoara                               ,45.8098,21.3379
TSS,  New York,40.7426,-73.9721
TST,Trang,7.5086,99.6158
TSV,Townsville,-19.2542,146.7642
TTA,Tan Tan,28.4461,-11.1583
TTB,TORTOLI/ARBATAX,39.9197,9.6842
TTD,PORTLAND/TROUTDALE,45.5494,-122.4013
TTE,Ternate                                 ,0.8308,127.38
TTG,TARTAGAL/GRAL ENRIQUE MOSCONI,-22.6283,-63.8183
TTH,THUMRAIT,17.666,54.0246
TTJ,Tottori,35.5301,134.165
TTN,Philadelphia Trenton-Mercer Apt,40.2767,-74.8136
TTQ,Tortuquero                              ,10.567,-83.517
TTR,Tana Toraja                             ,-3.0447,119.8215
TTT,Taitung,22.7567,121.0933
TTU,TETOUAN/S.RAMEL,35.5944,-5.32
TUA,Tulcan,0.8094,-77.7081
TUB,Tubuai,-23.3667,-149.5267
TUC,Tucuman,-26.8408,-65.1047
TUD,TAMBACOUNDA,13.7328,-13.6581
TUF,Tours Val de Loire Airport,47.4319,0.7231
TUG,Tuguegarao,17.64,121.7292
TUI,Turaif,31.6927,38.7313
TUK,Turbat,25.9864,63.0302
TUL,Tulsa International Apt,36.1984,-95.8881
TUN,Tunis,36.8511,10.2269
TUO,Taupo,-38.7397,176.0844
TUP,Tupelo,34.2681,-88.7699
TUR,Tucurui,-3.7767,-49.7192
TUS,Tucson International Apt,32.1161,-110.941
TUU,Tabuk,28.3731,36.6213
TUW,  Tubala,8.917,-77.7
TVA,  Morafenobe,-17.85,44.917
TVC,Traverse City,44.74,-85.5817
TVF,Thief River Falls,48.065,-96.184
TVL,SOUTH LAKE TAHOE,38.8939,-119.9953
TVS,Tangshan,39.7178,118.0026
TVU,Taveuni Island,-16.6906,-179.8769
TVY,Dawe                                    ,14.1015,98.2035
TWA,Twin Hills,59.0756,-160.273
TWB,Toowoomba,-27.5433,151.9167
TWF,Twin Falls,42.4818,-114.4877
TWT,Tawitawi,5.067,119.767
TWU,Tawau,4.3133,118.1219
TXG,TAICHUNG-CHING CHUAN KANG,24.265,120.6208
TXK,Texarkana,33.4537,-93.991
TXL,Berlin Tegel Apt                        ,52.5597,13.2878
TXN,Huangshan,29.7333,118.2558
TYF,TORSBY,60.1547,12.9936
TYL,TALARA/CAPITAN MONTES,-4.5728,-81.2522
TYN,Taiyuan                                 ,37.7483,112.63
TYR,Tyler,32.3541,-95.4024
TYS,Knoxville,35.8109,-83.994
TZA,Belize City Municipal Apt               ,17.5,-88.183
TZL,Tuzla,44.4587,18.7248
TZN,  South Andros,24.1586,-77.5892
TZX,Trabzon,40.9958,39.7853
UAB,ADANA/INCIRLIK,36.9989,35.4331
UAH,Ua Huka,-8.9361,-139.5522
UAI,SUAI,-9.3039,125.2868
UAK,Narsarsuaq                              ,61.1607,-45.4257
UAM,GUAM/ANDERSON AFB,13.4833,144.7961
UAP,Ua Pou,-9.3517,-140.0778
UAQ,San Juan,-31.5683,-68.4183
UAS,Samburu,0.533,37.533
UBA,Uberaba,-19.7642,-47.9656
UBB,  Mabuiag Island,-9.95,142.1833
UBJ,Ube,33.93,131.2789
UBP,Ubon Ratchathani,15.2514,104.8703
UCA,UTICA / ONEIDA COUNTY,43.1451,-75.3839
UCT,Ukhta                                   ,63.5667,53.8033
UDE,UDEN/VOLKEL,51.6581,5.7092
UDG,DARLINGTON COUNTY JETPORT,34.4492,-79.8904
UDI,Uberlandia,-18.8831,-48.2247
UDJ,Uzhhorod,48.635,22.265
UDN,UDINE RIVOLTO MIL,45.9347,12.9422
UDR,Udaipur,24.6176,73.8944
UEL,Quelimane,-17.85,36.8667
UEO,Kume Jima                               ,26.3637,126.7137
UET,Quetta,30.2521,66.9387
UFA,Ufa,54.5567,55.875
UGB,Pilot Point Ugashik Bay Apt,57.4254,-157.7399
UGC,Urgench,41.5833,60.645
UGI,Uganik,57.8833,-153.5
UHE,KUNOVICE,49.0294,17.4397
UHK,SOVIETSKAYA GAVAN/KAMIENNY R.,49.2367,140.1883
UIB,Quibdo,5.6908,-76.6411
UIH,Quinhon,13.9492,109.0461
UII,Utila,16.1131,-86.8803
UIK,UST-ILIMSK,58.1333,102.5533
UIL,QUILLAYUTE,47.9365,-124.5626
UIN,Quincy                                  ,39.9426,-91.1945
UIO,Quito                                   ,-0.1411,-78.4883
UIP,Quimper,47.975,-4.1678
UIR,QUIRINDI,-31.4983,150.5183
UIT,XXX,5.8333,169.6167
UJE,XXX,9.0833,165.6667
UKA,Ukunda,-4.2963,39.5711
UKB,Osaka Kobe Airport                      ,34.6328,135.2239
UKI,UKIAH MUNI,39.126,-123.2009
UKK,Ust-Kamenogorsk,50.0361,82.4942
UKS,Sevastopol,44.6917,33.5767
UKX,Ust-Kut,56.8578,105.7289
ULA,SAN JULIAN/CPT D.J.D.VAZQUEZ,-49.3094,-67.8011
ULB,Ulei,-16.333,168.283
ULD,Ulundi,-28.3195,31.4171
ULG,Ulgit                                   ,48.9761,89.9347
ULH,Al Ula                                  ,26.7554,37.9138
ULK,Lensk,54.2683,48.2267
ULN,Ulaanbaatar,47.8426,106.7671
ULO,Ulaangom,49.9697,92.0803
ULP,Quilpie                                 ,-26.6069,144.2561
ULS,ULYSSES,37.604,-101.3736
ULU,GULU,2.8,32.2667
ULV,Ulyanovsk,54.401,48.8027
ULY,Ulyanovsk,54.4017,48.805
ULZ,Uliastai,47.7147,96.8472
UMD,Uummannaq,70.6797,-52.1172
UME,Umea,63.7931,20.28
UMK,KUBINKA,55.6017,36.6383
UMR,WOOMERA,-31.14,136.8167
UMU,UMUARAMA,-23.7992,-53.3139
UMY,  Sumy,50.8583,34.7625
UNA,  Una,-15.3552,-38.999
UND,Kunduz,36.6625,68.9111
UNG,Kiunga                                  ,-6.117,141.283
UNI,UNION ISLAND,12.5986,-61.4147
UNK,Unalakleet,63.8884,-160.799
UNN,Ranong,9.7772,98.5853
UPB,Havana,23.0333,-82.5792
UPG,Ujung Pandang,-5.0608,119.5544
UPK,Upernavik Kujalleq Heliport,72.1567,-55.5333
UPN,Uruapan,19.3965,-102.0389
URA,Uralsk,51.1508,51.5431
URB,CASTILHO/URUBUPUNGA,-20.7758,-51.5619
URC,Urumqi                                  ,43.905,87.4767
URE,Kuressaare,58.23,22.5094
URG,Uruguaiana,-29.7833,-57.0369
URJ,Uray,60.1167,64.8333
URO,ROUEN/VALLEE DE SEINE,49.3908,1.1839
URS,KURSK VOSTOCHNY,51.7517,36.2967
URT,Surat Thani,9.1361,99.1392
URY,Gurayat                                 ,31.4121,37.2795
USH,Ushuaia,-54.8433,-68.2956
USK,Usinsk,66,57.3667
USM,Koh Samui,9.5492,100.0625
USN,Ulsan,35.5933,129.3522
USQ,USAK,38.6811,29.4714
USU,Busuanga,12.1206,120.0961
UTC,UTRECHT/SOESTERBERG,52.1281,5.2811
UTH,Udon Thani,17.3864,102.7883
UTI,UTTI,60.8964,26.9381
UTK,XXX,11.2333,169.8667
UTM,  Tunica,34.6851,-90.3478
UTN,Upington,-28.401,21.2597
UTP,Utapao,12.6795,101.0048
UTR,UTTARADIT,17.6717,100.2381
UTS,Ust-Tsilma,65.4411,52.15
UTT,Umtata,-31.5458,28.6736
UTW,QUEENSTOWN,-31.9167,26.8833
UTZ,UST-TSILMA,65.4333,52.2
UUA,Bugulma,54.617,52.817
UUD,Ulan-Ude,51.8083,107.4417
UUS,Yuzhno-Sakhalinsk,46.8883,142.7167
UUW,ULAN-UDE EAST,51.85,107.7367
UVE,Ouvea,-20.6406,166.5728
UVF,St Lucia Hewanorra Apt                  ,13.7333,-60.9528
UVL,EL KHARGA,25.4736,30.5908
UXX,MARY NORTH,37.6643,61.827
UYL,Nyala,12.0535,24.9561
UYN,Yulin,38.2692,109.7311
UYU,Uyuni,-20.35,-66.48
UZU,CURUZU CUATIA,-29.7833,-58.0167
VAA,Vaasa,63.0453,21.7642
VAF,VALENCE/CHABEUIL,44.9156,4.9686
VAG,Varginha,-21.5883,-45.4728
VAI,Vanimo,-2.6921,141.3023
VAK,Chevak,61.5408,-165.6009
VAN,Van,38.4686,43.3308
VAO,Suavanao,-7.585,158.73
VAR,Varna,43.2319,27.8253
VAS,Sivas,39.8153,36.9028
VAV,VAVA U,-18.5856,-173.9697
VAW,Vardo,70.3554,31.0449
VBG,LOMPOC/VANDENBERG AFB,34.7291,-120.5768
VBM,Blue Mountain,57.5127,-157.0512
VBS,BRESCIA/MONTICHIARI,45.4289,10.3306
VBV,Vanuabalavu Island,-17.269,-178.976
VBY,Visby,57.6628,18.3461
VCA,Cantho,10.0851,105.7119
VCE,Venice Marco Polo Apt,45.5053,12.3511
VCL,Tamky,15.4058,108.7
VCP,Sao Paulo Viracopos Apt,-23.0069,-47.1344
VCR,CARORA,10.1333,-70.0833
VCS,Con Dao,8.6667,106.6333
VCT,Victoria,28.8517,-96.9183
VCV,VICTORVILLE,34.5975,-117.383
VDA,OVDA,29.9361,34.9411
VDB,Fagernes,61.0156,9.2881
VDC,Vitoria da Conquista,-14.8631,-40.8625
VDE,Valverde,27.8148,-17.8871
VDF,TAMPA/VANDENBERG,28.014,-82.3453
VDH,Dong Hoi                                ,17.515,106.5906
VDM,Viedma,-40.8689,-62.9978
VDP,VALLE DE LA PASCUA,9.2167,-66.0167
VDS,Vadso,70.0653,29.8447
VDY,Vidyanagar,22.5333,72.9
VDZ,Valdez,61.1339,-146.2483
VEE,Venetie,67.0087,-146.3664
VEL,Vernal,40.4409,-109.5099
VER,Veracruz,19.1458,-96.1874
VEY,VESTMANNAEYJAR,63.425,-20.2792
VFA,Victoria Falls,-18.0942,25.84
VGA,Vijayawada,16.5275,80.7967
